"ClaimNumber","LossCause","InsuredAge"
"36a9d45049a3eba0871c6354b55a0280","Collision with motor vehicle",50
"36aafc17a19922496c210d5faf908aa8","Collision with motor vehicle",59
"36acd49d49eb25d04e7468f73298c93c","Collision with motor vehicle",59
"36b43710134e5d5970d99372964a1044","Collision with pedestrian",46
"36b821311242ceb35b89e91ba611fdb8","Collision with motor vehicle",57
"36b8605c71952a85d33c77ebf9fc5db2","Collision with bicycle",68
"36bc88d48c985b14b5d1f8b15d586cfd","Collision with fixed object",52
"36c18b3981d1d815c39cc25d1edee24f","Collision with fixed object",67
"36c5fe58950ba6cb9aa5e3ca191701b7","Collision with motor vehicle",62
"36c9d02ceadab7d3acebd6aef9fa038d","All other",52
"36cae74824c0a56c6bdc5338f1fe5cb4","Collision with motor vehicle",56
"36ddd8de4dcec9e26e45da79ca26f343","Collision with motor vehicle",51
"36df76ed8339fc6ceacfbb656667972f","All other",69
"36e5b84fad693c047a9f5e1f6caba84f","Collision with motor vehicle",76
"36e99238a59d9fa3c331262cd1610012","Collision with motor vehicle",62
"36f3b27eb908b17d2178df401693fb63","Collision with motor vehicle",50
"36f3c08b8779e5dd6b787a076ebaead9","Collision with motor vehicle",26
"36fb18e5c8631041c2a88b8e8dccf8f4","Collision with motor vehicle",63
"37012e2264b23008fc2ee862ddff7308","All other",59
"3702cb30473e4e3229df80108e8abf80","Falling object(s)",68
"3704b2a1324878f30751aa5e3c06ba75","Collision with motor vehicle",35
"370679df7a9c14ab23555d07c62a6ea8","Collision with motor vehicle",63
"37103835ca29d3a640c44754999f6c03","Collision with motor vehicle",58
"371048000a0240bb561b678525635ecf","Collision with motor vehicle",31
"371460ab4911b80c712b42ed90220bd5","Collision with motor vehicle",72
"371ed66c49c0d175476ef2a4de005e41","Collision with motor vehicle",72
"371f08c21515228fdb882f7ad9d0084d","Collision with other object",52
"372fc10058554e508283b0b491de3acc","Collision with motor vehicle",30
"37328b35c190b08e9da021e1649f0565","Collision with motor vehicle",60
"3736522362bfa5b9b8a39e08d0e686de","Collision with other object",40
"3738358e8c2891456cd40d647f7fda37","Collision with motor vehicle",60
"374364275fe53fca0721dd4a3ef0dd7d","Collision with motor vehicle",52
"374517aa6067748baa02aea200cd7898","Collision with fixed object",70
"3746748018936b65becd945b466b8694","Collision with motor vehicle",55
"37485e78d0c7f70de16afa5163ca7609","Collision with motor vehicle",61
"374a4a73d410e4b7b02a7213f379db0e","Rollover",33
"3765915efe57af1069291953d5765bd4","Collision with fixed object",55
"376961ead44a1ca8eb82d83a4b6c5017","Collision with motor vehicle",53
"376ad9fa51ea0dd0f4127da7655657a1","Collision with motor vehicle",42
"376f815db9bd673d8dbcea36821b0df1","Collision with motor vehicle",41
"37720a97b84335674cc95195db67ac49","Collision with motor vehicle",43
"37725a363d88686f0ffe663f8c99cb63","Collision with motor vehicle",62
"3773f6aa13502d9d045b6307188fd957","Collision with motor vehicle",49
"377dc4d464e8aa57931737e41dea298d","Collision with motor vehicle",70
"377fbd8e238b619e3caf69eb28f37da5","Collision with motor vehicle",53
"378ba065886d6433993ad1bfddbd75c4","All other",81
"3792e827425dd170e00e28f829711e1c","All other",52
"3794a74d19b24d81a1184a317b2a9350","Collision with motor vehicle",75
"37997e2f277e6187b06f57cf5df922fd","Entering or getting out of a vehicle",66
"37a24cdf5dd54a7bf1b5b4e82990e8be","Towing",24
"37a4a4a73c477414670200388ab16ec2","Collision with motor vehicle",77
"37a70e145e3c28cce2d0f2f07bec7c83","Collision with motor vehicle",72
"37a727a85c96fedc884ccc94c97d3387","Collision with fixed object",55
"37b2ba67aea9a7a1366083df3b17745a","Collision with motor vehicle",53
"37b75a67a5fe481684aa76e8e225e9cc","Collision with motor vehicle",81
"37b93960a2aeaf3268c2682b4d61b0ed","Collision with motor vehicle",91
"37bc2f46033ffcb6c48f929da0d7807e","All other",50
"37bdb76d67604c57bd688422b63ad66b","Collision with motor vehicle",41
"37c0f7083cc8bcb924dcaab4da60a5a8","Collision with motor vehicle",59
"37c2ab138d57a5fd2b0b426d2e2b6762","Collision with motor vehicle",36
"37ca5c509361f8531448e076c771a78f","Collision with motor vehicle",84
"37ce8793c645b3a8c78e1858f04894b8","Collision with motor vehicle",91
"37d09f8ef0043bfba4431abe7f7abf23","Collision with other object",55
"37dbbc9ec2dcf31379fba8e7b931b777","Collision with motor vehicle",67
"37e206298e388813123ac1cc917b50a5","Collision with motor vehicle",51
"37e27ac4edafc11b676cfee392a27095","Collision with fixed object",86
"37e2f161e61bb811c6a77b36be796435","All other",52
"37e5d06fa17d7ce1462f85592fbc052d","Collision with motor vehicle",77
"37ecd08c1f3feae62b1933e01a97a45c","Collision with motor vehicle",66
"37f51a0b40842fb5d9f641e434ad859d","Collision with motor vehicle",65
"37f51e58841d689c22eadbf7d69681c4","Collision with motor vehicle",80
"3800bded5b4edb0a8783faec319a282a","All other",45
"3803bffcb87d2c2a581c2e116aacbdf4","Collision with motorcycle",36
"380445803518e8bda9e901336bbe6adf","Collision with motor vehicle",58
"380b4f49cf1fc9199f92e2e61f720b3a","Collision with motor vehicle",48
"380e165fbcf8babb98ef7a271d1621b9","Collision with motor vehicle",53
"381bd2053b3a40181ad4d1f7e764494a","Collision with motor vehicle",52
"381bd4766e0d266fc9d84f47bfbec962","Collision with motor vehicle",64
"381e49a3ca2f6f12327012aace1e56f3","Collision with motor vehicle",37
"3823b34b5569beeb12e421672b7c5940","Collision with fixed object",77
"3827020fe18b2f223832eeddcf510b3f","Collision with motor vehicle",57
"382adaff5a88c758a7e0d0fed48aa91f","Collision with motor vehicle",42
"382cc6c384fdca990099e4ca83facb33","Fire",79
"382e9be3f48d61655d9a8323ba4eb61e","Collision with motor vehicle",32
"38316638de1a9bb646d1da07043581d7","Collision with motor vehicle",78
"3835ca9a743ef23ef64cee30aac4f841","Collision with motor vehicle",44
"383e60d048ab52f01d47b4df418cb24a","Collision with motor vehicle",74
"3849f7cde5d5628b60941320a20ec1e5","All other",67
"384aa64fc479eb947d12dd71d4928ce4","Collision with motor vehicle",91
"384ce4826f6c7323d1ee6a204d27caa6","Collision with motor vehicle",57
"384ea575aff345b292b7dc33cd61ae3b","Rollover",56
"38591b20fea91171c6216b654e855903","Collision with motor vehicle",47
"3859f9b7dce03a1e61299a0f855e2d9c","Collision with motor vehicle",74
"38623c0348fe0c8afbbee99887ae4c85","Collision with fixed object",62
"3863f10382b5d88994cee45d0dd0b79e","Collision with fixed object",68
"386987a7e4bae59a3c9e2fe00c7c702d","Collision with motor vehicle",61
"38735ae823f557a39ca662566c1012d2","Collision with motor vehicle",72
"3873be860e643b26cb8c19553168acd3","Collision with motor vehicle",59
"38747879bea65a5481bfa6b32e81eec4","Collision with motor vehicle",26
"3874a3eda1f211a4ac3033c4af58bdf1","Collision with motor vehicle",60
"38756c3e34264d88765c694665a1b34a","Collision with motor vehicle",34
"38834598a6167a853a3e1a73d3c7409e","Collision with motor vehicle",66
"388d8582cc84e0a48501d710261def4b","Collision with other object",66
"389270655b231333af693cb1743dacfd","Collision with motor vehicle",61
"389456027e64dcb56f33d995b97af41c","Collision with fixed object",90
"389a012686f4b2e6d29b7d387c580caf","Collision with fixed object",68
"389a72dcbae9c1a7fb0ac1acf191f741","Collision with motor vehicle",55
"389cd520f666e11e7298ddbd30f41e0d","Collision with motor vehicle",69
"38a4b0aec7fc831c3af4c9c589eea37f","Collision with motor vehicle",40
"38b031f1cc4b15ee99487fe3beb5ddc1","Collision with motor vehicle",58
"38bd432e09a561c162d6932efd1b07ad","Collision with motor vehicle",68
"38bf9113a76311d90092ae9024ab9dbc","Collision with motor vehicle",59
"38c208d33ff431c031479bda0778c4b4","Collision with motor vehicle",30
"38ca74c3f158e227995ef25a0aafa96a","Rollover",44
"38d02d11ff3efde1fb2eff091abf4f4a","Collision with motor vehicle",NA
"38de1a712a1ed324dcae07e6376ebb36","Collision with motor vehicle",58
"38e5d536d827c913dcded7e7c33e6962","Collision with motor vehicle",27
"38e8ee484b32e373b3e885deade0dd70","Collision with motor vehicle",68
"38f741f1b6a54c42283d0637ff68549e","Collision with motor vehicle",54
"390329ccdb7e0cfc3ce8c800bd6d31f9","Collision with motor vehicle",41
"3907347ce26a6a544bb9f24c5f721f79","Collision with motor vehicle",24
"3909e8922a00b8a6d942ba4a532a450b","Collision with pedestrian",47
"390e896b585cb8e4857ce433d79cf766","Collision with fixed object",25
"391b4401ecb62f937d5a0f3d1e3d0243","Collision with motor vehicle",65
"391b7ad44ae5ead32229eb03e384747d","Collision with motor vehicle",67
"3924427bd5ff33c7b739a4a78a6d5698","Collision with motor vehicle",42
"3926c7979c84bf7128e9f562928d5482","Collision with fixed object",78
"39284df366a41c50b5140f8d17c231ed","Collision with motor vehicle",30
"392c30b41289132392ea7d9e3b784d65","Collision with fixed object",50
"392ece80fddab02565e9df9e9e52fef7","Collision with fixed object",51
"3931191d6390f74be859626f62d54f24","Collision with motor vehicle",59
"3933306c1eec00952656e411e1e17584","Collision with motor vehicle",55
"3933f8dcc12b4112bb2bc019873f5e63","Collision with motor vehicle",62
"393673dfc4e98a2c6336fffd8f8b731f","Collision with motor vehicle",67
"3938d0c7bf28e3d1a1705f9d83a4572a","Collision with motor vehicle",55
"393950c362fc46f026fa279307775e36","Collision with motor vehicle",88
"393ae36836fa12b33be756d13c933b3f","Collision with motor vehicle",44
"393b2fea88aba286f6b87a0bd0769ab2","Collision with motor vehicle",49
"3944c14333b0aa4e342d6dd7e7003794","Collision with motor vehicle",93
"394564d4e69240d51b8a2e211e67a09f","Collision with motor vehicle",66
"3946622c5487d8d352519a2cac8004e5","Collision with pedestrian",76
"3947efc8def8187e1bb9c168c0839163","Collision with motor vehicle",66
"394cc00e9029a8c18d1f0c353bf3d43f","Collision with fixed object",83
"394cf6262d0052b65240020815608865","Collision with fixed object",68
"394d4e9cb48b7bec477991aeb3ec1168","Collision with motor vehicle",32
"3958ab4bf794b23dd1aaa3bddd3d30d7","Collision with motor vehicle",49
"395a08ebb8f36f0ecf2c7f8121af795d","Collision with motor vehicle",59
"395d511b9601489534c2fe4dd17f8470","Collision with motor vehicle",50
"395e4e43c356f585dd8842ac04a7df25","Hit and run",53
"396067c8b46489e928c2ab1f14eabe0d","Collision with fixed object",87
"3962210af4b14e6db09112861d092653","Collision with motor vehicle",58
"3966758b8f6a93e6abce2f534f18026d","Collision with motor vehicle",71
"39794970bd9d5c00ebcb6854c7f90640","Collision with motor vehicle",53
"397b8247baa1706e404bdaf7b1408ff0","Rollover",47
"3980f1897dc0bb598140406b59d97672","Collision with motor vehicle",33
"398bb7f51989fd2369f50871e5e3df0a","Collision with motor vehicle",88
"398da4207c85d4c9dc82a9cb59f96585","Collision with motor vehicle",51
"398eb4851d49e35a64e65e853c90ffe1","Collision with motor vehicle",62
"39969516bcc7636a28cc8a5a1f80cc42","Collision with motor vehicle",64
"3996affbcba2b15c16f0802171ce2710","Collision with motor vehicle",40
"3999392a5ff0362f23d70095311152c9","All other",46
"399a72f62e4cdda4f0647991916e1f90","Collision with motor vehicle",54
"39a3425297a918dbbc229fd4a46fb63c","Collision with motor vehicle",78
"39a792378808eac2cd7d56af3589aee1","Collision with motor vehicle",46
"39a7b2fcee558648d2f511d7e3ca8015","Collision with fixed object",69
"39af9be5a2b72bd22d57a858ea2b3a3a","Collision with motor vehicle",38
"39b354e916d6fdc4e8f9da8f6e5ccdf4","Collision with motor vehicle",40
"39ba1bcc9a9cff9ae1fd6bb5e28dc01d","Collision with motor vehicle",24
"39bdcfaff3ee3714c29c77d4847cc10f","Entering or getting out of a vehicle",47
"39c0b7fc231585234d08485b736bdddd","Rollover",25
"39d06fa09ea9fc8d8dff1caa0023e61b","Collision with fixed object",48
"39d5ec4becd93eff52fc4a01dc37b06c","Collision with motor vehicle",51
"39dc0ec8c2528fb0981fb0d7afa46bf9","All other",36
"39e4c2b2266346662899fee63095c298","Collision with fixed object",75
"39e530b404a2c8090811b0aa4d728c8d","Collision with motor vehicle",27
"39e7f6c0b1df172c50135864fa9ee9d9","Collision with motor vehicle",61
"39eac42777f5b3f3a0aeb63aac7c950c","Collision with motor vehicle",52
"39ec7dd8b0fb7f48005e5cc023fbc234","Collision with motor vehicle",65
"39f3799509379ffe331214ff8b397bba","Collision with fixed object",52
"39f83132183f6a9abdcdb8ba89577223","Collision with motor vehicle",75
"39fe2ce8d6042458072f0f8246a1fe91","Collision with motor vehicle",51
"3a049c52cf72713c83735f0f40799809","Collision with motor vehicle",55
"3a0db5591fde4f66920998b8a9ac9fe3","Collision with motor vehicle",31
"3a142028a2174de95640ad0afcb66b14","Collision with fixed object",66
"3a14567a52f11727cb15a72eb8d4c308","Collision with motor vehicle",37
"3a1db8d91aec2f2093ca0cb8fa698483","Collision with motor vehicle",69
"3a23314f7cd990eac5a8b5a5283dc465","Collision with fixed object",NA
"3a239e9f1fa7997d035d082d80fcc16b","Collision with motor vehicle",62
"3a285643ae1fc48f65ec58f3a5adbfcb","Collision with motor vehicle",39
"3a2869b23ff75e833159f36845442f5c","Collision with motor vehicle",26
"3a2d046ff8370fe4dbbc81959119ef3e","Collision with motor vehicle",60
"3a2ffbc964d306301bfbd8eee74f90fa","Collision with motor vehicle",52
"3a3ea6875ba06c52422ded2ed39b18e0","Collision with fixed object",85
"3a58b0e8091bf66acb01af45d9963007","Collision with motor vehicle",37
"3a5d27f4a6e4d878d0c86768352b387c","Collision with motor vehicle",60
"3a610fb1f60b979a030a50018428657e","Collision with pedestrian",50
"3a68c7cc965c84bab066d5def9520f7d","Collision with motor vehicle",44
"3a695c91174a254d9ea7114059440485","Collision with motor vehicle",78
"3a6e52cef44fee8241113cc15c8dffe5","Collision with motor vehicle",71
"3a71159680afa12385f1697e54b04969","Collision with other object",37
"3a741bfbabdd38dcda6c4fbdde3ce7ba","Collision with motor vehicle",76
"3a7472510ed22d7ff6f676d3ae9aa076","Collision with motor vehicle",55
"3a76e7b0f2d99d44e270776a278b1137","Collision with motor vehicle",61
"3a7988f16759d714357524b148916294","Collision with animal",43
"3a8138ff5f85f9252d0bd8b46dbfbf36","Collision with motor vehicle",53
"3a816417238bb35390957b54ed4c877d","Collision with motor vehicle",45
"3a85a806df94b042a381da72ac46961f","Collision with motor vehicle",40
"3a87ce07139155eb394d7e6c99050c1f","Collision with motor vehicle",55
"3a8ac170963c2d8f1c994df189e7259a","Collision with motor vehicle",78
"3a93a06db925860fb28d83cdb0ec6948","Collision with motor vehicle",51
"3a9718ca11724f8472991586a6971022","Collision with fixed object",59
"3a9a70584b5fde2dfbea8d3c8ebe5633","Collision with motor vehicle",55
"3a9f2401d44f4781ec100e9bdb1d7e3d","Collision with motor vehicle",29
"3aa3e03b9c97ec67e240296fe4b22f4c","All other",79
"3ab32d23dd19dec8b850b5b085857bdc","All other",83
"3ab3832a25cc9c8309be427eaf767247","Collision with fixed object",82
"3abd8124f7192f8e07792e92ccf7c470","Collision with motor vehicle",32
"3ac2578ae816adb2dd5a2596d41867a4","Collision with motor vehicle",62
"3ac44f45b5680225b27c5a7337628a1a","Collision with fixed object",58
"3ac4e4457857308a78106ab26a22e059","Collision with motor vehicle",77
"3ad192bc757bd5d6dc4c044f055ac5b9","Collision with motor vehicle",51
"3ad1b08abf29398fd0d148c4eefc6ed2","Collision with motor vehicle",30
"3ad2c866a06c57550f0ff94d2e68891e","Collision with motor vehicle",56
"3ad6b7feff2de34bdc62fe6839de6254","Collision with fixed object",72
"3ad79125820faa6f0f074c90ee0466e7","Collision with fixed object",46
"3ae39a8d140d17d963bfc5b77d85b749","Collision with motor vehicle",43
"3ae97e34c42d097deb865eaf8cfc2038","Rollover",50
"3afc4b3dac633cff444474d455aa6c38","Collision with motor vehicle",39
"3b0499f1ef1ed43aa181cb10879cf084","Collision with pedestrian",44
"3b0712e2143ebfa97386d48fbd2772be","Collision with fixed object",88
"3b074add557f13c7eac08d3e086c317c","Collision with motor vehicle",67
"3b17ceb804443a5e0127c94286992040","Collision with motor vehicle",67
"3b1b7ed94bf3114f3b46dc2177b94829","Collision with motor vehicle",74
"3b24ce6ec33275e20339fd5f12700ae2","Collision with animal",64
"3b24d297f2f97c10956e8403c2ed28a8","Collision with motor vehicle",86
"3b2abd4ca125b889a46a470d8ac37adf","Collision with motor vehicle",52
"3b2b5f7c4518facdbc348da61da6737e","Collision with motor vehicle",84
"3b2d34daa6e36665bc1039a0bf11f6d7","Collision with motor vehicle",59
"3b2fe52adbf2d024fe6a6e1e471a2999","Collision with motor vehicle",77
"3b32b149896d6570c552803491ac49c0","Collision with other object",84
"3b49b262197f089fa7ea65cee9a59e7e","Collision with motorcycle",80
"3b4ad7a82e3cb561844caa12c69cf1bf","Collision with motor vehicle",59
"3b4b987825bbc19fa76eeda205269f05","Collision with motor vehicle",75
"3b4da0e0adbce8395af1b1fdf8fb0715","Collision with motor vehicle",56
"3b51a34dc1b82102ab8b3f158cec70f7","Collision with motor vehicle",59
"3b51c7eaac5babf4bd52ae6dd4150398","Collision with motor vehicle",64
"3b52f6b4f1178d8ebb94141434b0fe69","Collision with motor vehicle",79
"3b5b89da627d378f23c24dc51757196b","Collision with animal",49
"3b61669409d5adec91ed8a986aad8f2e","Collision with motor vehicle",54
"3b646fb6820ca82fb82d89b699b678ce","Collision with motor vehicle",86
"3b6ab97226f443122bcf53514eb73891","Collision with motor vehicle",84
"3b767bcebfc2bf281b51fc93f6e3442a","Collision with motor vehicle",48
"3b773cd05b6ec5f58bea79fbeb1adc88","Collision with animal",68
"3b8711e511f49a3a0d2fe55ba222d2d4","Collision with motor vehicle",53
"3b88230017312d49f11f86974679ea2b","Collision with motor vehicle",65
"3b9488136c6158d542dc019dfb16d7dc","Rollover",51
"3b94d4de7d1d59891149dd5706f1c80a","All other",61
"3b9597b3c199d310c728ed1f431e43fe","Collision with motor vehicle",81
"3b9922380d57b0f99a83b62d46ea734c","Collision with motor vehicle",62
"3b9c94588f5a2772cea85b32ebe60107","Collision with motor vehicle",40
"3ba2550433d46453573e21771e17355a","Collision with motor vehicle",46
"3ba9f375dcf2afbbc2e110a51fa210df","Collision with motor vehicle",38
"3bb5d14bfa29eff616598cbaf7e0c029","Collision with motor vehicle",57
"3bb7cc3f163cdf2c95090f7540e1d6d8","Collision with motor vehicle",57
"3bbab377513b671de70961afbb541660","Collision with motor vehicle",44
"3bc00c3847c3cc5caca62198b83481d9","Collision with motor vehicle",30
"3bc2bbc85f1074790181ca6fc8cc0562","Collision with motor vehicle",66
"3bd0aed4ac419c6590ab578a23bfdc93","Collision with motor vehicle",48
"3bd12e15906c7a1a50c7ac252092b2fc","Collision with motor vehicle",61
"3bd7df6e2a74300cbd356d1f89442701","Collision with motor vehicle",62
"3bd965f7b4fcca2d2d55845b0c622467","Collision with motor vehicle",96
"3be27426162306ebb987dd5b2697aee5","Collision with motor vehicle",55
"3be98608435e88673baaddc251dcf73c","Collision with motor vehicle",53
"3be9fc90a356d8ffa2520466eebf0f00","Collision with motor vehicle",57
"3bf1fb4b9862193f3be53a42e4be1ec9","Collision with motor vehicle",83
"3c00bdcd526dcc3d38ed37664f7e28a2","Collision with motor vehicle",60
"3c0770dfae78a79303b714b8545bb1da","Entering or getting out of a vehicle",82
"3c08b1569caf392d8154d94deca541a5","Collision with motor vehicle",46
"3c0ab1f43d796727b350976bb2f85597","All other",67
"3c1232565161dd7bd592671b51db5daa","Collision with motor vehicle",43
"3c141f782aea6a240680cac2d150893b","Collision with fixed object",75
"3c1bf3f5a263e2c56570b234765455b4","Collision with motor vehicle",49
"3c1d72422d895ee92db993fe37cc4db2","Collision with motor vehicle",33
"3c203144ffb3af42fe4b9c88f55fc751","Collision with fixed object",63
"3c21fd186cbcdb740bbabf5cc07f77a9","Collision with other object",50
"3c2615bd589450c544e5c270182017ac","Collision with motor vehicle",57
"3c2e27a4f64b2537ec2ecc3ed4391893","Collision with motor vehicle",78
"3c3a369b3a82b0eb962a2eb4c00ed9e0","Collision with motor vehicle",50
"3c3c9ec80528409a4052a086dc2aedbf","Collision with motor vehicle",64
"3c3e8006ba34f7a3f3bc2742326c56ff","Collision with motor vehicle",20
"3c3f994c114ae812d06a4e01ef21c327","Entering or getting out of a vehicle",66
"3c47c2c568dc0d943c6eadbb9d2827b3","Entering or getting out of a vehicle",72
"3c488d83c72a5ed115708059ea563028","Collision with motor vehicle",69
"3c49929fe70394cab5aed88903e52cb6","Entering or getting out of a vehicle",73
"3c4c6d5602d02dceaf789158830f08c7","Collision with motor vehicle",69
"3c4d7efddc7fce41d6a893ad4d091b6a","Collision with motor vehicle",45
"3c4e01845481cc8a4ee3d49565790029","Collision with motor vehicle",54
"3c5aadfa08f3906d19d67ffd8046fecf","Collision with motor vehicle",76
"3c63f9eb8ac380d336fb019cc8528842","Collision with motor vehicle",37
"3c65bfbc74dc87b5ed17bf6e8cc238fb","Collision with motor vehicle",63
"3c6e48c2aab71201e7ff882ac3b852dd","Collision with motor vehicle",56
"3c735eaae6d08f5bb992738b450a9efb","Collision with motor vehicle",55
"3c7f67462dc7e8fdd7bb1ead128cdbcf","Collision with motor vehicle",38
"3c82c80dcd9ed0b1ac52b19425b453db","Collision with motor vehicle",47
"3c86c9de7dd311bbacc130d02a9d0287","Collision with motor vehicle",85
"3c89836769675fc132027fd06b1bf9c7","Collision with fixed object",48
"3c8fddf4679628e52ce3e112186e3c56","Collision with motor vehicle",61
"3c9188ac5bdaffee275842625a4543d5","Collision with motorcycle",52
"3c91f8affb5b330f93d3769f80a89bb2","Collision with motor vehicle",50
"3c9cba4a865c984cfdb6ad75f5c17201","Collision with motor vehicle",49
"3ca6ac26bc3bb853fcf23258611143a7","Collision with motor vehicle",41
"3cb6210a87e964dcc8918a082616ee0a","Collision with fixed object",49
"3cba29555b40b323eb157023472e044c","All other",58
"3cbc4527fd16938045e75217243055f3","Collision with motor vehicle",63
"3cc125e71c6127edf0a5a1cf1939e8f5","Collision with motor vehicle",68
"3cc26ff733f400665f88dcf8f3050c76","Collision with motor vehicle",29
"3cc36801b9b1d8108035daaa051e2cf4","Collision with motor vehicle",80
"3cc85453025f80fcca1afb905b3f9133","Collision with motor vehicle",63
"3cc8548b31911016aa8ea1a20720daac","Collision with motor vehicle",66
"3cca7a4821ac097536e5f74ba65d9e0e","Collision with motor vehicle",72
"3cd24ceb5496a18a9cb68e5268d4003c","Collision with motor vehicle",47
"3cd52620d15b6ebb859bef015d606baa","Collision with pedestrian",88
"3cda3dd3fa770f35757328f04aa05686","Collision with motor vehicle",68
"3ce134b371a4f531a731d88ea2168ab3","All other",47
"3ce865490e1f63e19f2b46461910abad","Collision with motor vehicle",36
"3cecfdaf8cf9a55bd7a036379206c715","Collision with motor vehicle",51
"3cf7028c7667a21946b474f134d10322","Collision with fixed object",28
"3cf88896702a5aa65c9d8f2667cc6052","Collision with motor vehicle",89
"3cfe91bfc9977976dacf82cfb422d7c0","Collision with motor vehicle",31
"3cff7d2b71719a803a4a6f05667f3644","Collision with fixed object",61
"3d018a8fb2b79e0087d94403fe8a662f","Collision with motor vehicle",77
"3d0650007bd83c321cfcdebef746419a","Collision with motor vehicle",52
"3d0652985b4fe0bf81dca8679341150f","Collision with motor vehicle",57
"3d0a798d3150c8f2aff3e473a36d45ce","Collision with motor vehicle",40
"3d10f82c9bb76593be0eb7a0f08acbc8","All other",33
"3d193ab29c4655199de5c780810dcebb","Collision with motor vehicle",71
"3d1aa90f7feaf1424e8573df3779387d","Collision with motor vehicle",78
"3d1ccc773049d850ea542747f082ac1f","Rollover",73
"3d212281e59efca40caf45824f14390f","Collision with motor vehicle",50
"3d2159ec0ab03353d6cf64600f8d40d2","Collision with motor vehicle",59
"3d2f5d87fe8ca639a3a1bd1c4efe60e7","Collision with motor vehicle",46
"3d38779b2c3b9cf0bc0b549238cbf8c7","Collision with motor vehicle",67
"3d392b855e2a751392a7530894e8c57e","Collision with motor vehicle",38
"3d41721696fa23abebd4733b8456b697","Collision with motor vehicle",72
"3d43a0f52765fe895ec81abd17e7fd8d","Collision with animal",NA
"3d469d83723697eaae0575d45660a6c6","Collision with motor vehicle",44
"3d66c631989e21275d3dacf29dbd4696","Collision with motor vehicle",43
"3d670e6d125de3196a69ce20e7e45629","Collision with fixed object",62
"3d6799a7a07d7412ad08eb69478e5709","Collision with motor vehicle",61
"3d68439cfa7b3ca6b92235ccda018c3d","Collision with motor vehicle",58
"3d76d5bd1cb5a61e8c10f51280b52c36","Collision with motor vehicle",44
"3d840d0c37baf852e28e080dcd9f8cfb","Collision with motor vehicle",61
"3d8737e25efbaef8bff147572efaccca","Collision with motor vehicle",44
"3d87faea9d94750f2200eb05eba636d5","Rollover",65
"3d8ca836fc28f7ff909f470fc160d6c5","Collision with motor vehicle",91
"3d8ee75b6fd195c9aa66779133786909","Collision with motor vehicle",82
"3d90a98421d29f1c2c6f680eef2a9985","Collision with other object",71
"3d91fe85cfa91096fd083a2ff95c1c75","Collision with motor vehicle",52
"3d95b1c52be94f132b13726c2d38af82","Collision with motorcycle",60
"3d9e48a72559a1d39feb970b86fd182c","Collision with motor vehicle",70
"3da8ea810734951f57154f615a96b011","Collision with motor vehicle",92
"3dad5b913262e2099b9cea9ecd38970d","Collision with motor vehicle",59
"3db44195d3c7a90ce318be271032441c","Collision with motor vehicle",81
"3dbd3b203939da4543922bc749c19f73","Collision with animal",57
"3dc0bdd6ea3f209a83914141a0997990","Collision with motor vehicle",78
"3dc576f7554da61d8a3320084519fcbd","Collision with motor vehicle",64
"3dc7324be5157e046d45966c6380ebf5","Collision with motor vehicle",74
"3dc88aa5c7c7821750b245487f87ba3e","Collision with motor vehicle",80
"3dd44e788492540f5f4e4b2214cbd641","Collision with motor vehicle",89
"3dd927bf8aad53d99f786b9196443602","Collision with animal",64
"3dda2c5762df1f906a6a948c660a06d7","Collision with fixed object",59
"3ddfd102602abda05054687384fa52d3","Rollover",39
"3de4e212403568fe5e31d935254b62df","Collision with motor vehicle",53
"3de62f9a62ff00a5d464ec30c392c5f0","Collision with motor vehicle",30
"3deb831a7b839756db7063d98ac2ac64","Collision with motor vehicle",57
"3df31103406b197da8a4640787e3e649","Collision with motor vehicle",47
"3df9e2617cd6188536fc7033d144cceb","Collision with motor vehicle",52
"3e0186aa2a91c075e605f21f28baba5b","Collision with motor vehicle",66
"3e0713832993eee58babc0304c5ae5b7","Collision with motor vehicle",49
"3e0eb80e35e25e9b06c60ea4c3aa3734","Collision with motor vehicle",41
"3e143d507734cb36d5d3c260eef254e9","Collision with motor vehicle",68
"3e14ceaf3af69ad8ce299dcc7a468c76","All other",70
"3e157910c6de0ac99bbd85443a5fa5b3","Collision with motor vehicle",49
"3e16dc5734009d234925a1d768882734","Collision with fixed object",49
"3e244850864030e0c1deeef3e5a8102f","Collision with motor vehicle",58
"3e2b04ef662d95984b14d502cb2ed519","Collision with motor vehicle",48
"3e316740368b436de8a56385f30910c6","Collision with motor vehicle",49
"3e35aa104ebe620cc4da34e869602964","Collision with motor vehicle",49
"3e3bdcb741c4c325f285d11cccc8293a","Collision with fixed object",77
"3e3d4ea5f6d6c98b71cbf7ff406408ca","Collision with motor vehicle",54
"3e3dff7000f86e2e2def2fffbf0193ae","Collision with motor vehicle",68
"3e4b092c3b9de77718115d1bc335a8f0","Collision with motor vehicle",49
"3e5bb77fb0a89beba459926ed37e4fdf","Collision with motor vehicle",38
"3e63f68df1250937361cc3d8fba08f47","Collision with bicycle",70
"3e646442d158d9757bf1f610285adf78","Collision with motor vehicle",61
"3e6542be3f2a123eef9719b95d7de832","Collision with motor vehicle",46
"3e71c5d9c7472510a33090d3d49cc725","Collision with motor vehicle",69
"3e79768075a792865dd3f99b2f968479","Collision with motor vehicle",65
"3e802399ac7b60a8a95e9a93a3c011b9","Collision with motor vehicle",78
